State,County,Year,Reg_Voters
MI,GLADWIN COUNTY,2020,21851
MI,GOGEBIC COUNTY,2020,14278
MI,GRAND TRAVERSE COUNTY,2020,80742
MI,GRATIOT COUNTY,2020,28190
MI,HILLSDALE COUNTY,2020,36373
MI,HOUGHTON COUNTY,2020,26465
MI,HURON COUNTY,2020,26141
MI,INGHAM COUNTY,2020,213353
MI,IONIA COUNTY,2020,46736
MI,IOSCO COUNTY,2020,22508
MI,IRON COUNTY,2020,10442
MI,ISABELLA COUNTY,2020,46052
MI,JACKSON COUNTY,2020,121853
MI,KALAMAZOO COUNTY,2020,209826
MI,KALKASKA COUNTY,2020,15966
MI,KENT COUNTY,2020,498832
MI,KEWEENAW COUNTY,2020,2046
MI,LAKE COUNTY,2020,9956
MI,LAPEER COUNTY,2020,71794
MI,LEELANAU COUNTY,2020,21333
MI,LENAWEE COUNTY,2020,78765
MI,LIVINGSTON COUNTY,2020,160644
MI,LUCE COUNTY,2020,4543
MI,MACKINAC COUNTY,2020,10083
MI,MACOMB COUNTY,2020,689812
MI,MANISTEE COUNTY,2020,20908
MI,MARQUETTE COUNTY,2020,54567
MI,MASON COUNTY,2020,24630
MI,MECOSTA COUNTY,2020,31052
MI,MENOMINEE COUNTY,2020,20053
MI,MIDLAND COUNTY,2020,69376
MI,MISSAUKEE COUNTY,2020,12010
MI,MONROE COUNTY,2020,130135
MI,MONTCALM COUNTY,2020,47629
MI,MONTMORENCY COUNTY,2020,8553
MI,MUSKEGON COUNTY,2020,140636
MI,NEWAYGO COUNTY,2020,39611
MI,OAKLAND COUNTY,2020,1030567
MI,OCEANA COUNTY,2020,21129
MI,OGEMAW COUNTY,2020,17816
MI,ONTONAGON COUNTY,2020,5727
MI,OSCEOLA COUNTY,2020,18356
MI,OSCODA COUNTY,2020,7266
MI,OTSEGO COUNTY,2020,22945
MI,OTTAWA COUNTY,2020,219641
MI,PRESQUE ISLE COUNTY,2020,11523
MI,ROSCOMMON COUNTY,2020,22908
MI,SAGINAW COUNTY,2020,156209
MI,ST CLAIR COUNTY,2020,133821
MI,ST JOSEPH COUNTY,2020,47227
MI,SANILAC COUNTY,2020,31510
MI,SCHOOLCRAFT COUNTY,2020,7198
MI,SHIAWASSEE COUNTY,2020,55703
MI,TUSCOLA COUNTY,2020,42707
MI,VAN BUREN COUNTY,2020,60552
MI,WASHTENAW COUNTY,2020,316414
MI,WAYNE COUNTY,2020,1398888
MI,WEXFORD COUNTY,2020,27347
NC,ALAMANCE COUNTY,2020,110926
NC,ALEXANDER COUNTY,2020,24953
NC,ALLEGHANY COUNTY,2020,7609
NC,ANSON COUNTY,2020,16732
NC,ASHE COUNTY,2020,19545
NC,AVERY COUNTY,2020,12355
NC,BEAUFORT COUNTY,2020,34090
NC,BERTIE COUNTY,2020,13335
NC,BLADEN COUNTY,2020,22855
NC,BRUNSWICK COUNTY,2020,114745
NC,BUNCOMBE COUNTY,2020,207375
NC,BURKE COUNTY,2020,58309
NC,CABARRUS COUNTY,2020,150595
NC,CALDWELL COUNTY,2020,54780
NC,CAMDEN COUNTY,2020,8167
NC,CARTERET COUNTY,2020,51774
NC,CASWELL COUNTY,2020,15513
NC,CATAWBA COUNTY,2020,108863
NC,CHATHAM COUNTY,2020,57929
NC,CHEROKEE COUNTY,2020,22680
NC,CHOWAN COUNTY,2020,10259
NC,CLAY COUNTY,2020,9131
NC,CLEVELAND COUNTY,2020,67725
NC,COLUMBUS COUNTY,2020,37050
NC,CRAVEN COUNTY,2020,72856
NC,CUMBERLAND COUNTY,2020,226653
NC,CURRITUCK COUNTY,2020,21832
NC,DARE COUNTY,2020,30128
NC,DAVIDSON COUNTY,2020,113790
NC,DAVIE COUNTY,2020,31481
NC,DUPLIN COUNTY,2020,30503
NC,DURHAM COUNTY,2020,244574
NC,EDGECOMBE COUNTY,2020,35801
NC,FORSYTH COUNTY,2020,271904
NC,FRANKLIN COUNTY,2020,47720
NC,GASTON COUNTY,2020,151667
NC,GATES COUNTY,2020,8364
NC,GRAHAM COUNTY,2020,6081
NC,GRANVILLE COUNTY,2020,39986
NC,GREENE COUNTY,2020,11388
NC,GUILFORD COUNTY,2020,383792
NC,HALIFAX COUNTY,2020,37958
NC,HARNETT COUNTY,2020,82298
NC,HAYWOOD COUNTY,2020,46445
NC,HENDERSON COUNTY,2020,87557
NC,HERTFORD COUNTY,2020,15048
NC,HOKE COUNTY,2020,33233
NC,HYDE COUNTY,2020,3171
NC,IREDELL COUNTY,2020,130794
NC,JACKSON COUNTY,2020,29791
NC,JOHNSTON COUNTY,2020,143707
NC,JONES COUNTY,2020,7398
NC,LEE COUNTY,2020,38705
NC,LENOIR COUNTY,2020,38541
NC,LINCOLN COUNTY,2020,62638
NC,MACON COUNTY,2020,27162
NC,MADISON COUNTY,2020,17264
NC,MARTIN COUNTY,2020,16516
NC,MCDOWELL COUNTY,2020,29898
NC,MECKLENBURG COUNTY,2020,792282
NC,MITCHELL COUNTY,2020,11139
NC,MONTGOMERY COUNTY,2020,17029
NC,MOORE COUNTY,2020,74033
NC,NASH COUNTY,2020,68677
NC,NEW HANOVER COUNTY,2020,177353
NC,NORTHAMPTON COUNTY,2020,13939
NC,ONSLOW COUNTY,2020,117223
NC,ORANGE COUNTY,2020,111900
NC,PAMLICO COUNTY,2020,9774
NC,PASQUOTANK COUNTY,2020,28723
NC,PENDER COUNTY,2020,44958
NC,PERQUIMANS COUNTY,2020,9760
NC,PERSON COUNTY,2020,27784
NC,PITT COUNTY,2020,123553
NC,POLK COUNTY,2020,16488
NC,RANDOLPH COUNTY,2020,94919
NC,RICHMOND COUNTY,2020,29392
NC,ROBESON COUNTY,2020,76791
NC,ROCKINGHAM COUNTY,2020,61624
NC,ROWAN COUNTY,2020,97444
NC,RUTHERFORD COUNTY,2020,45949
NC,SAMPSON COUNTY,2020,38096
NC,SCOTLAND COUNTY,2020,22041
NC,STANLY COUNTY,2020,42963
NC,STOKES COUNTY,2020,31796
NC,SURRY COUNTY,2020,47194
NC,SWAIN COUNTY,2020,10090
NC,TRANSYLVANIA COUNTY,2020,26513
NC,TYRRELL COUNTY,2020,2371
NC,UNION COUNTY,2020,168233
NC,VANCE COUNTY,2020,29702
NC,WAKE COUNTY,2020,794495
NC,WARREN COUNTY,2020,13531
NC,WASHINGTON COUNTY,2020,8316
NC,WATAUGA COUNTY,2020,45166
NC,WAYNE COUNTY,2020,76192
NC,WILKES COUNTY,2020,43934
NC,WILSON COUNTY,2020,57018
NC,YADKIN COUNTY,2020,24725
NC,YANCEY COUNTY,2020,14170
OH,ADAMS COUNTY,2020,17246
OH,ALLEN COUNTY,2020,67374
OH,ASHLAND COUNTY,2020,34837
OH,ASHTABULA COUNTY,2020,61453
OH,ATHENS COUNTY,2020,39344
OH,AUGLAIZE COUNTY,2020,32489
OH,BELMONT COUNTY,2020,46315
OH,BROWN COUNTY,2020,29069
OH,BUTLER COUNTY,2020,256908
OH,CARROLL COUNTY,2020,18416
OH,CHAMPAIGN COUNTY,2020,26492
OH,CLARK COUNTY,2020,89826
OH,CLERMONT COUNTY,2020,145129
OH,CLINTON COUNTY,2020,27616
OH,COLUMBIANA COUNTY,2020,66293
OH,COSHOCTON COUNTY,2020,22730
OH,CRAWFORD COUNTY,2020,28211
OH,CUYAHOGA COUNTY,2020,888556
OH,DARKE COUNTY,2020,34669
OH,DEFIANCE COUNTY,2020,26411
OH,DELAWARE COUNTY,2020,151756
OH,ERIE COUNTY,2020,54129
OH,FAIRFIELD COUNTY,2020,109176
OH,FAYETTE COUNTY,2020,17180
OH,FRANKLIN COUNTY,2020,882635
OH,FULTON COUNTY,2020,29496
OH,GALLIA COUNTY,2020,18982
OH,GEAUGA COUNTY,2020,67969
OH,GREENE COUNTY,2020,118938
OH,GUERNSEY COUNTY,2020,24549
OH,HAMILTON COUNTY,2020,600386
OH,HANCOCK COUNTY,2020,51714
OH,HARDIN COUNTY,2020,18211
OH,HARRISON COUNTY,2020,10205
OH,HENRY COUNTY,2020,19710
OH,HIGHLAND COUNTY,2020,27351
OH,HOCKING COUNTY,2020,18645
OH,HOLMES COUNTY,2020,18286
OH,HURON COUNTY,2020,36886
OH,JACKSON COUNTY,2020,21013
OH,JEFFERSON COUNTY,2020,48167
OH,KNOX COUNTY,2020,42320
OH,LAKE COUNTY,2020,163936
OH,LAWRENCE COUNTY,2020,44119
OH,LICKING COUNTY,2020,124208
OH,LOGAN COUNTY,2020,32218
OH,LORAIN COUNTY,2020,218501
OH,LUCAS COUNTY,2020,299794
OH,MADISON COUNTY,2020,25827
OH,MAHONING COUNTY,2020,165259
OH,MARION COUNTY,2020,40262
OH,MEDINA COUNTY,2020,130169
OH,MEIGS COUNTY,2020,15414
OH,MERCER COUNTY,2020,29398
OH,MIAMI COUNTY,2020,75470
OH,MONROE COUNTY,2020,9572
OH,MONTGOMERY COUNTY,2020,372139
OH,MORGAN COUNTY,2020,9262
OH,MORROW COUNTY,2020,25186
OH,MUSKINGUM COUNTY,2020,55078
OH,NOBLE COUNTY,2020,8138
OH,OTTAWA COUNTY,2020,30442
OH,PAULDING COUNTY,2020,12811
OH,PERRY COUNTY,2020,22541
OH,PICKAWAY COUNTY,2020,36306
OH,PIKE COUNTY,2020,18124
OH,PORTAGE COUNTY,2020,108884
OH,PREBLE COUNTY,2020,28654
OH,PUTNAM COUNTY,2020,23859
OH,RICHLAND COUNTY,2020,82754
OH,ROSS COUNTY,2020,46037
OH,SANDUSKY COUNTY,2020,40470
OH,SCIOTO COUNTY,2020,46120
OH,SENECA COUNTY,2020,34413
OH,SHELBY COUNTY,2020,32843
OH,STARK COUNTY,2020,252972
OH,SUMMIT COUNTY,2020,379673
OH,TRUMBULL COUNTY,2020,136895
OH,TUSCARAWAS COUNTY,2020,59638
OH,UNION COUNTY,2020,41432
OH,VAN WERT COUNTY,2020,20291
OH,VINTON COUNTY,2020,8627
OH,WARREN COUNTY,2020,167606
OH,WASHINGTON COUNTY,2020,42774
OH,WAYNE COUNTY,2020,74470
OH,WILLIAMS COUNTY,2020,25515
OH,WOOD COUNTY,2020,93149
OH,WYANDOT COUNTY,2020,15491
PA,ADAMS COUNTY,2020,72385
PA,ALLEGHENY COUNTY,2020,942360
PA,ARMSTRONG COUNTY,2020,44826
PA,BEAVER COUNTY,2020,116857
PA,BEDFORD COUNTY,2020,34244
PA,BERKS COUNTY,2020,272253
PA,BLAIR COUNTY,2020,80649
PA,BRADFORD COUNTY,2020,37298
PA,BUCKS COUNTY,2020,488025
PA,BUTLER COUNTY,2020,143224
PA,CAMBRIA COUNTY,2020,88290
PA,CAMERON COUNTY,2020,3113
PA,CARBON COUNTY,2020,46997
PA,CENTRE COUNTY,2020,112099
PA,CHESTER COUNTY,2020,380245
PA,CLARION COUNTY,2020,24401
PA,CLEARFIELD COUNTY,2020,49734
PA,CLINTON COUNTY,2020,22385
PA,COLUMBIA COUNTY,2020,39906
PA,CRAWFORD COUNTY,2020,56595
PA,CUMBERLAND COUNTY,2020,187335
PA,DAUPHIN COUNTY,2020,197814
PA,DELAWARE COUNTY,2020,425517
PA,ELK COUNTY,2020,20586
PA,ERIE COUNTY,2020,202624
PA,FAYETTE COUNTY,2020,82452
PA,FOREST COUNTY,2020,3509
PA,FRANKLIN COUNTY,2020,101000
PA,FULTON COUNTY,2020,9856
PA,GREENE COUNTY,2020,22812
PA,HUNTINGDON COUNTY,2020,28430
PA,INDIANA COUNTY,2020,51854
PA,JEFFERSON COUNTY,2020,32064
PA,JUNIATA COUNTY,2020,14482
PA,LACKAWANNA COUNTY,2020,149461
PA,LANCASTER COUNTY,2020,354210
PA,LAWRENCE COUNTY,2020,57385
PA,LEBANON COUNTY,2020,92694
PA,LEHIGH COUNTY,2020,249421
PA,LUZERNE COUNTY,2020,220900
PA,LYCOMING COUNTY,2020,73894
PA,MCKEAN COUNTY,2020,25854
PA,MERCER COUNTY,2020,74917
PA,MIFFLIN COUNTY,2020,27370
PA,MONROE COUNTY,2020,118347
PA,MONTGOMERY COUNTY,2020,609649
PA,MONTOUR COUNTY,2020,14038
PA,NORTHAMPTON COUNTY,2020,227423
PA,NORTHUMBERLAND COUNTY,2020,57643
PA,PERRY COUNTY,2020,30036
PA,PHILADELPHIA COUNTY,2020,1129339
PA,PIKE COUNTY,2020,44827
PA,POTTER COUNTY,2020,11318
PA,SCHUYLKILL COUNTY,2020,90424
PA,SNYDER COUNTY,2020,23702
PA,SOMERSET COUNTY,2020,49246
PA,SULLIVAN COUNTY,2020,4329
PA,SUSQUEHANNA COUNTY,2020,27272
PA,TIOGA COUNTY,2020,26933
PA,UNION COUNTY,2020,26263
PA,VENANGO COUNTY,2020,33354
PA,WARREN COUNTY,2020,31432
PA,WASHINGTON COUNTY,2020,154036
PA,WAYNE COUNTY,2020,34548
PA,WESTMORELAND COUNTY,2020,253881
PA,WYOMING COUNTY,2020,18337
PA,YORK COUNTY,2020,311197
WI,ADAMS COUNTY,2020,12805
WI,ASHLAND COUNTY,2020,9770
WI,BARRON COUNTY,2020,27632
WI,BAYFIELD COUNTY,2020,11795
WI,BROWN COUNTY,2020,162076
WI,BUFFALO COUNTY,2020,8405
WI,BURNETT COUNTY,2020,10795
WI,CALUMET COUNTY,2020,33050
WI,CHIPPEWA COUNTY,2020,38859
WI,CLARK COUNTY,2020,16113
WI,COLUMBIA COUNTY,2020,36898
WI,CRAWFORD COUNTY,2020,9378
WI,DANE COUNTY,2020,390887
WI,DODGE COUNTY,2020,52433
WI,DOOR COUNTY,2020,21826
WI,DOUGLAS COUNTY,2020,27308
WI,DUNN COUNTY,2020,25969
WI,EAU CLAIRE COUNTY,2020,65337
WI,FLORENCE COUNTY,2020,3205
WI,FOND DU LAC COUNTY,2020,61390
WI,FOREST COUNTY,2020,5761
WI,GRANT COUNTY,2020,27685
WI,GREEN COUNTY,2020,23061
WI,GREEN LAKE COUNTY,2020,11524
WI,IOWA COUNTY,2020,15136
WI,IRON COUNTY,2020,4412
WI,JACKSON COUNTY,2020,11267
WI,JEFFERSON COUNTY,2020,52395
WI,JUNEAU COUNTY,2020,14567
WI,KENOSHA COUNTY,2020,100331
WI,KEWAUNEE COUNTY,2020,12926
WI,LA CROSSE COUNTY,2020,76830
WI,LAFAYETTE COUNTY,2020,9214
WI,LANGLADE COUNTY,2020,12200
WI,LINCOLN COUNTY,2020,18001
WI,MANITOWOC COUNTY,2020,48688
WI,MARATHON COUNTY,2020,84288
WI,MARINETTE COUNTY,2020,25527
WI,MARQUETTE COUNTY,2020,9579
WI,MENOMINEE COUNTY,2020,1789
WI,MILWAUKEE COUNTY,2020,557089
WI,MONROE COUNTY,2020,24565
WI,OCONTO COUNTY,2020,24759
WI,ONEIDA COUNTY,2020,26248
WI,OUTAGAMIE COUNTY,2020,118689
WI,OZAUKEE COUNTY,2020,66641
WI,PEPIN COUNTY,2020,4414
WI,PIERCE COUNTY,2020,25910
WI,POLK COUNTY,2020,28431
WI,PORTAGE COUNTY,2020,44977
WI,PRICE COUNTY,2020,9055
WI,RACINE COUNTY,2020,119988
WI,RICHLAND COUNTY,2020,9779
WI,ROCK COUNTY,2020,97177
WI,RUSK COUNTY,2020,8396
WI,ST. CROIX COUNTY,2020,61464
WI,SAUK COUNTY,2020,39544
WI,SAWYER COUNTY,2020,11623
WI,SHAWANO COUNTY,2020,24408
WI,SHEBOYGAN COUNTY,2020,72138
WI,TAYLOR COUNTY,2020,11294
WI,TREMPEALEAU COUNTY,2020,16714
WI,VERNON COUNTY,2020,17364
WI,VILAS COUNTY,2020,17003
WI,WALWORTH COUNTY,2020,63729
WI,WASHBURN COUNTY,2020,11278
WI,WASHINGTON COUNTY,2020,94481
WI,WAUKESHA COUNTY,2020,291183
WI,WAUPACA COUNTY,2020,31369
WI,WAUSHARA COUNTY,2020,14465
WI,WINNEBAGO COUNTY,2020,104233
WI,WOOD COUNTY,2020,45206
